race,gender,date,zip,income,type,interest,term,principal,approved,adj_bls_2,id
black,female,2015-04-01,60615,59724.0,home,4.999108124152035,360,449095.0,False,0.12,AP20154-2-14
asian,male,2012-02-01,60614,,auto,5.932567522100068,60,70874.0,True,0.1,AP20122-3-44
white,female,2017-03-01,60614,21254.0,personal,11.246089527247761,18,105.0,False,0.79,AP20173-0-56
black,male,2018-10-01,60623,31474.0,auto,7.178283676865828,72,12515.0,False,2.19,AP201810-0-29
black,male,2011-11-01,60623,48049.0,auto,6.637744385578004,84,65908.0,False,0.08,AP201111-3-75
black,female,2014-04-01,60637,50831.0,home,4.329029308899882,360,484593.0,False,0.09,AP20144-3-70
black,female,2017-05-01,60615,76877.0,home,3.9135761047331044,300,617124.0,False,0.91,AP20175-1-89
asian,male,2013-11-01,60615,2340.0,personal,13.690208051413807,12,128.0,False,0.08,AP201311-2-73
black,male,2013-02-01,60625,128349.0,personal,12.584153675082211,60,11855.0,True,0.15,AP20132-2-59
asian,female,2013-06-01,60626,27348.0,personal,5.862849871170576,48,5897.0,False,0.09,AP20136-1-65
hispanic/latino,female,2017-10-01,60623,,personal,7.078434260303,48,12418.0,True,1.15,AP201710-3-31
black,female,2016-12-01,60625,29466.0,personal,3.9552007901353834,48,4759.0,False,0.54,AP201612-2-52
white,male,2016-02-01,60625,32148.0,auto,5.768062424622332,72,12617.0,True,0.38,AP20162-2-43
other,female,2017-02-01,60625,22141.0,home,4.577708951632422,360,187901.0,True,0.66,AP20172-2-51
white,female,2018-09-01,60611,66879.0,auto,6.443373969863715,72,28933.0,True,1.95,AP20189-0-2
asian,male,2013-03-01,60626,99198.0,home,4.364145490667974,300,643421.0,False,0.14,AP20133-3-9
black,female,2012-10-01,60623,36593.0,auto,2.952644638729015,72,2987.0,False,0.16,AP201210-3-1
black,male,2018-05-01,60615,96542.0,home,3.6956221959549564,180,698081.0,False,1.7,AP20185-1-36
,male,2015-11-01,60614,198930.0,home,5.696359655872881,240,1521586.0,False,0.12,AP201511-1-99
hispanic/latino,male,2018-06-01,60623,55483.0,auto,6.9228008254297775,72,28268.0,True,1.82,AP20186-2-25
black,female,2012-04-01,60615,88909.0,home,4.447820304360379,180,549490.0,False,0.14,AP20124-0-69
other,female,2018-06-01,60623,12924.0,home,3.5274694467563155,360,86845.0,False,1.82,AP20186-2-13
hispanic/latino,female,2018-04-01,60623,11288.0,auto,7.5217328924894336,84,7920.0,False,1.69,AP20184-2-29
black,female,2018-12-01,60623,,auto,9.099092361909063,60,14998.0,False,2.27,AP201812-2-27
white,female,2013-07-01,60614,5279.0,auto,3.8441020136305313,72,14213.0,False,0.09,AP20137-0-21
other,male,2014-01-01,60637,26815.0,home,3.176738472650061,240,180577.0,False,0.07,AP20141-3-14
other,female,2013-05-01,60637,60969.0,auto,5.048498323761725,72,5070.0,False,0.11,AP20135-3-99
black,male,2012-08-01,60637,37076.0,personal,14.418749131438894,48,11487.0,True,0.13,AP20128-3-79
black,female,2017-05-01,60615,31204.0,home,7.406179545143914,180,231825.0,False,0.91,AP20175-0-85
hispanic/latino,female,2017-03-01,60625,,auto,5.117683304504288,72,32779.0,True,0.79,AP20173-3-64
black,female,2011-08-01,60623,29531.0,personal,11.61602289175502,12,630.0,False,0.1,AP20118-3-86
white,male,2015-07-01,60625,66601.0,home,5.590067209602354,180,721331.0,False,0.13,AP20157-1-28
hispanic/latino,male,2016-02-01,60625,32426.0,home,0.41821580547341564,240,177264.0,False,0.38,AP20162-1-85
black,female,2012-12-01,60625,10864.0,home,2.883787813648017,240,70627.0,False,0.16,AP201212-0-88
hispanic/latino,male,2017-12-01,60623,22004.0,auto,7.252514148940474,84,11278.0,False,1.3,AP201712-3-48
other,female,2014-02-01,60637,26079.0,personal,8.370102324495264,24,729.0,False,0.07,AP20142-0-72
white,male,2018-06-01,60626,2663.0,personal,10.69232884545746,12,1036.0,False,1.82,AP20186-0-71
white,female,2012-12-01,60625,,auto,5.339482743182873,84,15859.0,True,0.16,AP201212-3-37
white,male,2013-08-01,60614,93232.0,home,1.9379932854354278,360,662537.0,True,0.08,AP20138-3-86
hispanic/latino,female,2012-04-01,60625,,home,3.3054399336084783,360,714462.0,True,0.14,AP20124-2-40
black,male,2016-07-01,60623,82925.0,personal,4.773894278694318,48,34231.0,True,0.39,AP20167-2-20
white,female,2018-05-01,60625,,home,3.6604662516115187,240,788305.0,True,1.7,AP20185-1-52
black,female,2018-08-01,60626,103792.0,auto,6.968727801937904,60,116654.0,False,1.91,AP20188-0-92
white,female,2018-07-01,60626,84737.0,home,4.798320862941586,300,699611.0,True,1.91,AP20187-0-14
white,female,2018-11-01,60614,161564.0,home,6.007475464268187,180,1194851.0,False,2.2,AP201811-1-48
black,female,2015-10-01,60637,59250.0,home,4.5044157879060265,360,341650.0,False,0.12,AP201510-2-34
black,female,2016-09-01,60615,34391.0,auto,6.194090414897997,72,16891.0,False,0.4,AP20169-2-42
white,male,2018-01-01,60615,4092.0,personal,16.039184220015446,12,167.0,False,1.41,AP20181-3-93
asian,female,2014-12-01,60625,81405.0,home,3.9334982744480267,300,593191.0,True,0.12,AP201412-0-44
white,male,2015-08-01,60614,143402.0,home,1.5903601144057302,180,960253.0,False,0.14,AP20158-1-82
black,male,2017-05-01,60637,38477.0,home,4.343797161768059,240,285963.0,False,0.91,AP20175-3-52
white,female,2016-12-01,60614,97851.0,home,6.5216843343702795,240,705876.0,True,0.54,AP201612-3-51
white,female,2018-05-01,60615,37197.0,auto,8.357954576801596,60,29851.0,False,1.7,AP20185-2-93
other,female,2016-08-01,60614,,auto,4.954175110601086,72,11344.0,True,0.4,AP20168-0-89
black,female,2012-07-01,60637,,home,5.480533552181075,360,505113.0,True,0.16,AP20127-1-80
black,male,2015-06-01,60623,84228.0,personal,4.445993931135848,12,4569.0,False,0.13,AP20156-0-62
white,male,2014-08-01,60614,3099.0,personal,10.901769346592303,12,234.0,False,0.09,AP20148-1-75
white,female,2018-07-01,60625,,personal,10.149632007464675,24,4976.0,False,1.91,AP20187-3-57
white,female,2016-10-01,60625,,auto,4.758806596188041,60,26642.0,True,0.4,AP201610-3-39
black,male,2017-02-01,60625,95027.0,auto,5.454361633220469,72,49567.0,True,0.66,AP20172-2-20
white,male,2015-12-01,60625,104942.0,auto,4.252721931282502,72,22064.0,True,0.24,AP201512-0-93
other,female,2015-06-01,60614,149228.0,home,3.3153717884752223,300,1281282.0,True,0.13,AP20156-0-76
white,female,2017-01-01,60626,55401.0,home,0.8819948268400603,240,367685.0,False,0.65,AP20171-1-32
black,female,2012-10-01,60623,22874.0,personal,7.784089070686216,18,3210.0,False,0.16,AP201210-3-56
other,female,2015-03-01,60611,73892.0,auto,5.245260572488218,72,60306.0,True,0.11,AP20153-1-29
white,female,2013-10-01,60614,88546.0,home,3.3752134558500697,180,666275.0,False,0.09,AP201310-0-58
asian,male,2012-11-01,60625,94813.0,home,4.528138651848707,180,722139.0,False,0.16,AP201211-0-35
hispanic/latino,female,2017-02-01,60625,,home,3.122020876016978,300,658655.0,True,0.66,AP20172-1-85
white,male,2014-02-01,60614,97347.0,auto,5.58334071892649,72,31680.0,True,0.07,AP20142-3-40
black,male,2017-02-01,60615,90903.0,home,3.421413390293847,300,599292.0,False,0.66,AP20172-1-86
hispanic/latino,female,2018-11-01,60623,14911.0,personal,4.824714661123151,18,1755.0,False,2.2,AP201811-3-91
hispanic/latino,female,2013-08-01,60623,6012.0,auto,6.690274202886068,72,12522.0,False,0.08,AP20138-2-71
black,male,2018-12-01,60637,41843.0,auto,8.220394400520618,84,8643.0,False,2.27,AP201812-2-52
black,male,2016-12-01,60615,85939.0,home,0.6305453720863459,360,479549.0,False,0.54,AP201612-2-86
white,female,2017-01-01,60625,32872.0,auto,5.363810354110215,72,33589.0,True,0.65,AP20171-3-26
black,female,2011-07-01,60637,13566.0,auto,3.778370503290582,72,17950.0,False,0.07,AP20117-1-7
white,female,2018-01-01,60614,20753.0,personal,8.86341876468464,18,4747.0,False,1.41,AP20181-0-65
black,male,2016-07-01,60615,48905.0,personal,6.483607698458063,12,11307.0,False,0.39,AP20167-3-64
white,female,2018-11-01,60614,35721.0,personal,3.0108934270252616,18,776.0,False,2.2,AP201811-0-79
black,female,2016-10-01,60623,42760.0,personal,6.159734053996326,24,7577.0,False,0.4,AP201610-1-14
hispanic/latino,male,2015-04-01,60625,125845.0,home,5.500313449535043,240,1206661.0,False,0.12,AP20154-2-12
white,male,2018-10-01,60626,19334.0,auto,6.069135522451157,60,3748.0,False,2.19,AP201810-1-18
black,male,2012-10-01,60623,24313.0,personal,4.7649479476000876,48,2898.0,False,0.16,AP201210-3-5
black,male,2016-03-01,60637,94846.0,home,4.696751181281262,300,557536.0,False,0.36,AP20163-0-73
white,female,2013-01-01,60625,,auto,4.344721270130512,72,46642.0,True,0.14,AP20131-3-20
hispanic/latino,male,2018-08-01,60626,103206.0,auto,6.8556091531703105,84,41138.0,True,1.91,AP20188-2-61
black,female,2012-09-01,60614,224951.0,personal,10.874569187831456,12,81733.0,True,0.14,AP20129-1-48
white,male,2016-06-01,60637,36502.0,personal,13.9747888352269,12,14038.0,False,0.38,AP20166-3-37
black,female,2012-09-01,60626,72172.0,personal,8.315313849959843,24,15721.0,True,0.14,AP20129-2-86
white,male,2016-11-01,60614,141849.0,home,1.7430229076483752,300,841661.0,True,0.41,AP201611-0-79
white,female,2016-05-01,60626,71458.0,home,6.551831180518202,180,544571.0,False,0.37,AP20165-1-67
asian,male,2018-03-01,60625,140497.0,auto,,72,20230.0,True,1.51,AP20183-2-36
black,female,2014-12-01,60626,36478.0,home,3.0160492236989596,360,241499.0,False,0.12,AP201412-3-69
black,female,2013-09-01,60637,58689.0,personal,2.381073240973887,48,1544.0,False,0.08,AP20139-3-85
hispanic/latino,female,2017-11-01,60623,59954.0,home,3.7190585507111624,360,500085.0,False,1.16,AP201711-1-41
white,male,2017-12-01,60614,120410.0,auto,6.394554856961987,72,105634.0,True,1.3,AP201712-2-52
hispanic/latino,male,2017-09-01,60623,49388.0,home,3.220755488684939,360,414493.0,False,,AP20179-3-3
white,male,2018-05-01,60614,139402.0,personal,3.8019431260178624,24,62953.0,True,1.7,AP20185-3-100
black,male,2018-04-01,60637,14788.0,personal,14.009997106977924,18,6131.0,False,1.69,AP20184-1-5
black,male,2016-07-01,60623,43222.0,auto,4.3068012500383785,72,6500.0,False,0.39,AP20167-3-76
black,female,2017-05-01,60623,49299.0,auto,8.58266413418169,60,,False,0.91,AP20175-1-57
black,male,2018-09-01,60623,43181.0,home,6.17833798026712,360,297004.0,False,1.95,AP20189-1-79
black,female,2011-10-01,60615,53781.0,home,2.2953930866468335,360,336492.0,False,0.07,AP201110-0-26
other,male,2017-09-01,60625,16106.0,personal,6.891298275387047,12,1170.0,False,1.15,AP20179-2-97
white,male,2015-03-01,60614,170117.0,home,7.86032540459451,300,1065193.0,True,0.11,AP20153-2-46
black,male,2012-10-01,60615,16541.0,personal,21.565689393709487,12,155.0,False,0.16,AP201210-3-2
black,female,2017-03-01,60623,16907.0,home,2.807590387755658,240,132276.0,False,0.79,AP20173-1-30
white,male,2017-12-01,60614,,home,1.5983209474826239,360,493242.0,True,1.3,AP201712-1-2
asian,male,2014-06-01,60625,82703.0,home,4.94803465598387,180,753979.0,False,0.1,AP20146-3-51
white,male,2018-02-01,60614,104079.0,auto,8.816948915560197,84,103294.0,True,1.42,AP20182-1-73
other,female,2016-02-01,60637,19381.0,home,0.4217749857952563,240,138547.0,False,0.38,AP20162-1-73
other,male,2016-11-01,60626,49620.0,personal,7.367389487637854,48,3893.0,False,0.41,AP201611-0-6
black,male,2012-10-01,60615,77323.0,home,5.56453286663411,360,428607.0,False,0.16,AP201210-1-73
black,female,2017-11-01,60637,48632.0,personal,20.842793466268528,18,2710.0,False,1.16,AP201711-3-36
white,female,2012-01-01,60626,72210.0,home,5.066693652422593,240,597406.0,False,0.08,AP20121-2-21
black,male,2016-02-01,60623,39005.0,auto,4.9911337042468435,72,7856.0,False,0.38,AP20162-3-40
other,male,2018-12-01,60637,75850.0,home,5.791736092739502,300,419256.0,False,2.27,AP201812-2-11
other,female,2014-07-01,60625,,home,3.949079937144864,360,847391.0,True,0.09,AP20147-1-81
other,female,2013-11-01,60626,51966.0,auto,5.873933491596941,60,13454.0,False,0.08,AP201311-1-55
hispanic/latino,female,2015-11-01,60625,,home,4.085431793175295,360,471953.0,True,0.12,AP201511-2-89
hispanic/latino,male,2017-10-01,60623,61401.0,home,1.9603563173045266,300,400834.0,False,,AP201710-3-32
white,female,2015-05-01,60614,,auto,5.393321387646059,72,33942.0,True,0.12,AP20155-2-99
other,female,2018-09-01,60623,19312.0,personal,11.432554923189247,60,10312.0,True,1.95,AP20189-2-25
asian,male,2012-12-01,60625,55770.0,home,3.8358595657422065,240,413881.0,True,0.16,AP201212-3-26
hispanic/latino,male,2015-04-01,60623,42107.0,personal,9.302464187272474,48,23359.0,True,0.12,AP20154-3-57
white,male,2016-11-01,60626,45350.0,auto,5.402436100442385,84,10359.0,False,0.41,AP201611-0-90
black,female,2018-11-01,60623,33241.0,auto,7.435439724385939,72,13578.0,False,2.2,AP201811-0-5
white,male,2015-02-01,60611,121405.0,home,5.440969666867585,240,779761.0,True,0.11,AP20152-1-12
white,male,2014-06-01,60614,99720.0,home,1.18123186491408,180,783699.0,False,0.1,AP20146-1-18
white,male,2016-01-01,60614,146612.0,home,0.5202543320591129,360,1174640.0,True,0.34,AP20161-1-87
Latinx,male,2014-02-01,60623,74977.0,home,3.4486586039009133,360,571653.0,False,0.07,AP20142-1-22
hispanic/latino,female,2016-02-01,60623,38951.0,auto,4.883940465393999,84,14696.0,False,0.38,AP20162-2-69
black,female,2013-07-01,60626,79387.0,home,6.918754312906746,240,709447.0,False,0.09,AP20137-0-28
white,male,2018-01-01,60614,240315.0,auto,6.632269228341608,72,34231.0,True,1.41,AP20181-1-94
black,female,2017-05-01,60637,59001.0,home,1.2673934631770738,360,522159.0,False,0.91,AP20175-1-6
other,female,2014-07-01,60626,20187.0,auto,7.424321084765808,72,2044.0,False,0.09,AP20147-2-88
hispanic/latino,female,2014-01-01,60626,46252.0,home,2.733100711451339,180,320604.0,False,0.07,AP20141-2-42
hispanic/latino,male,2011-02-01,60626,,personal,9.525106277153016,60,4353.0,True,0.16,AP20112-1-40
black,female,2011-01-01,60623,33739.0,home,1.8163170599865375,360,187148.0,False,0.17,AP20111-0-26
black,female,2011-08-01,60625,50299.0,personal,5.649873285344367,18,18465.0,False,0.1,AP20118-3-81
white,male,2018-09-01,60614,97233.0,auto,6.614334070877829,84,65261.0,True,1.95,AP20189-2-55
black,male,2017-07-01,60614,87355.0,auto,6.566746522026833,72,10493.0,True,1.15,AP20177-2-35
white,female,2018-11-01,60611,41519.0,home,6.889353684781544,300,331754.0,True,2.2,AP201811-0-19
asian,male,2014-07-01,60611,80712.0,home,0.9045228275475276,360,667330.0,True,0.09,AP20147-0-20
black,male,2013-08-01,60623,60502.0,home,5.151180715301489,240,437099.0,False,0.08,AP20138-1-33
other,male,2018-05-01,60625,15593.0,auto,6.353609525220492,60,21705.0,True,1.7,AP20185-3-77
black,female,2018-07-01,60625,,auto,4.842110709864064,84,42696.0,True,1.91,AP20187-1-35
white,male,2017-12-01,60611,297336.0,personal,18.899225555027485,48,114691.0,True,1.3,AP201712-0-92
black,female,2012-08-01,60637,35920.0,personal,12.011395899641524,24,12960.0,True,0.13,AP20128-1-57
white,male,2014-12-01,60614,84873.0,home,1.3622774423345283,360,484774.0,True,0.12,AP201412-0-59
hispanic/latino,female,2012-09-01,60623,36015.0,auto,5.104212635206689,84,40408.0,False,0.14,AP20129-2-72
black,female,2015-07-01,60637,17812.0,auto,6.481787603622773,72,3343.0,False,0.13,AP20157-0-35
hispanic/latino,female,2013-09-01,60623,33364.0,auto,6.984117896177606,84,9998.0,False,0.08,AP20139-2-92
white,male,2012-02-01,60614,96402.0,personal,5.059997530941503,12,6296.0,False,0.1,AP20122-0-13
asian,male,2013-05-01,60625,133843.0,home,4.351526648466031,180,1028417.0,False,0.11,AP20135-0-67
white,female,2016-07-01,60625,,home,3.924842298196665,360,541729.0,True,0.39,AP20167-2-33
other,female,2016-09-01,60637,37495.0,home,2.2381196005702018,180,295666.0,False,0.4,AP20169-3-93
black,male,2018-02-01,60615,20305.0,personal,4.6725127660553465,12,2102.0,False,1.42,AP20182-0-70
other,female,2016-04-01,60625,,home,1.3631100745416465,360,356753.0,True,0.37,AP20164-1-37
other,male,2015-05-01,60615,17413.0,auto,6.127292789907952,72,13228.0,False,0.12,AP20155-0-78
other,female,2016-10-01,60626,30981.0,home,5.964252371608531,180,221615.0,False,,AP201610-0-62
white,female,2013-03-01,60614,69918.0,home,2.905102258532613,180,476335.0,False,0.14,AP20133-0-53
black,female,2017-12-01,60625,60574.0,personal,10.7735477533983,60,13140.0,True,1.3,AP201712-2-20
white,female,2017-03-01,60611,,personal,13.063680473458191,60,25479.0,True,0.79,AP20173-2-34
white,male,2018-07-01,60611,16754.0,personal,14.121034185101282,12,2184.0,False,1.91,AP20187-1-20
white,female,2018-05-01,60625,43150.0,auto,7.8232374256322945,72,16786.0,True,1.7,AP20185-3-3
white,female,2018-09-01,60611,63482.0,auto,6.504685702737437,60,29704.0,True,1.95,AP20189-0-9
black,male,2015-05-01,60637,6666.0,home,4.2105682642808056,180,46683.0,False,0.12,AP20155-0-81
hispanic/latino,male,2016-06-01,60626,146935.0,auto,4.297739511144408,60,32221.0,False,0.38,AP20166-2-88
black,male,2011-11-01,60615,104456.0,home,8.451563590245334,360,,True,0.08,AP201111-0-68
black,male,2018-12-01,60623,,auto,6.479445019386372,72,16460.0,False,2.27,AP201812-3-3
other,female,2014-03-01,60626,37009.0,home,0.8552281606401556,240,215725.0,False,0.08,AP20143-0-40
white,male,2015-02-01,60614,89431.0,auto,5.5018524045750326,72,79685.0,True,0.11,AP20152-0-59
white,female,2018-03-01,60614,,home,7.7101388990105155,360,842126.0,True,1.51,AP20183-2-55
other,female,2013-01-01,60614,87971.0,home,2.1988521458547123,300,654647.0,True,0.14,AP20131-1-22
black,female,2016-06-01,60625,,auto,3.6196956938719484,72,11424.0,True,0.38,AP20166-3-67
black,male,2014-05-01,60625,76575.0,home,3.512733826025398,240,546997.0,True,0.09,AP20145-0-13
black,female,2017-12-01,60615,9244.0,personal,2.0832592219229644,24,1272.0,False,1.3,AP201712-1-16
black,male,2017-10-01,60626,,home,6.578791636185045,360,458847.0,True,1.15,AP201710-0-9
white,male,2016-01-01,60614,19524.0,auto,5.032653993873447,72,12164.0,True,0.34,AP20161-1-23
white,female,2015-08-01,60615,83957.0,home,1.3271653428660257,300,482090.0,False,0.14,AP20158-3-41
hispanic/latino,male,2012-08-01,60625,24524.0,home,2.0133389760011102,360,160406.0,False,0.13,AP20128-2-9
black,male,2011-02-01,60615,42983.0,auto,5.350796199312789,72,7646.0,False,0.16,AP20112-1-23
Caucasian,male,2016-10-01,60614,236646.0,home,3.451842168060817,180,1642564.0,False,0.4,AP201610-1-6
white,female,2016-12-01,60614,181207.0,personal,9.18337028690829,48,4623.0,False,0.54,AP201612-3-94
white,male,2015-06-01,60611,57901.0,home,4.237393919235682,240,416211.0,True,0.13,AP20156-1-89
white,male,2017-11-01,60611,174180.0,home,6.463733540503762,360,1397177.0,True,1.16,AP201711-0-54
black,male,2018-08-01,60626,13981.0,personal,12.346624355660206,60,2600.0,False,1.91,AP20188-0-49
African-American,male,2016-08-01,60623,29169.0,personal,5.424177196912116,18,10537.0,False,0.4,AP20168-2-94
black,male,2016-11-01,60615,66259.0,personal,1.3936952060645138,12,11051.0,False,0.41,AP201611-0-81
other,female,2018-03-01,60614,,home,5.393756419130957,240,244612.0,True,1.51,AP20183-2-92
white,female,2018-05-01,60626,75345.0,home,5.5463856361932296,360,445909.0,False,1.7,AP20185-3-39
,female,2016-02-01,60623,8764.0,personal,3.5269231782760473,24,102.0,False,0.38,AP20162-2-85
black,female,2016-02-01,60623,22236.0,auto,4.987884909914334,84,4792.0,False,0.38,AP20162-1-58
hispanic/latino,female,2016-12-01,60623,58071.0,auto,5.734988264683305,60,2599.0,False,0.54,AP201612-3-46
black,female,2014-11-01,60637,3713.0,auto,6.613019479725355,72,15828.0,False,0.09,AP201411-2-50
hispanic/latino,male,2017-07-01,60625,18064.0,auto,6.411967879155334,72,28506.0,True,1.15,AP20177-1-32
black,male,2013-01-01,60615,15564.0,auto,3.1067128957918317,84,9382.0,False,0.14,AP20131-0-94
hispanic/latino,male,2015-01-01,60626,81037.0,home,3.6038427482723008,360,648388.0,False,0.11,AP20151-3-6
black,female,2018-03-01,60615,,personal,16.635223674267134,60,10669.0,True,1.51,AP20183-3-48
black,male,2011-12-01,60626,49987.0,auto,4.744201650764636,84,51023.0,False,0.07,AP201112-2-64
white,male,2017-09-01,60625,22206.0,auto,5.852498589631203,60,29524.0,True,1.15,AP20179-3-75
other,male,2012-09-01,60623,2678.0,auto,3.5811133650361007,60,12861.0,False,0.14,AP20129-1-86
hispanic/latino,female,2018-02-01,60614,179918.0,home,4.561753452144811,180,1187282.0,False,1.42,AP20182-2-95
hispanic/latino,male,2017-08-01,60623,60268.0,home,8.337983948078495,180,453074.0,False,1.16,AP20178-3-10
other,male,2017-10-01,60614,301048.0,home,2.315555268020282,360,2335470.0,True,1.15,AP201710-2-8
African-American,male,2018-08-01,60623,26082.0,home,4.572158045047347,300,183492.0,False,1.91,AP20188-2-84
white,male,2018-05-01,60614,88066.0,home,6.488829752857953,360,685344.0,True,1.7,AP20185-0-64
hispanic/latino,male,2012-12-01,60626,3138.0,personal,10.131480923936596,60,617.0,False,0.16,AP201212-0-93
other,female,2018-02-01,60611,,home,3.49268905093714,360,1276122.0,True,1.42,AP20182-2-17
hispanic/latino,female,2013-10-01,60625,,auto,5.03638962239732,84,26313.0,True,0.09,AP201310-0-50
black,female,2017-09-01,60615,46638.0,home,5.029198940396075,360,251152.0,False,1.15,AP20179-0-45
white,male,2017-12-01,60611,2128.0,personal,11.726207176502902,48,1154.0,False,1.3,AP201712-0-60
white,female,2018-02-01,60611,22337.0,auto,5.138196360965559,84,34683.0,True,1.42,AP20182-1-76
black,male,2013-06-01,60637,23354.0,home,3.840690860444301,180,193520.0,False,0.09,AP20136-0-69
white,female,2018-03-01,60611,179052.0,home,3.566069972094878,360,1018035.0,True,1.51,AP20183-1-88
other,male,2017-04-01,60625,164288.0,auto,5.498840977360249,84,20249.0,True,0.9,AP20174-0-52
white,female,2018-10-01,60611,54983.0,auto,7.776053001662115,72,10284.0,True,2.19,AP201810-3-10
black,male,2018-11-01,60625,51719.0,auto,6.5961018534061635,60,8171.0,True,2.2,AP201811-2-100
white,male,2011-02-01,60625,73039.0,auto,3.905641599806936,72,54716.0,True,0.16,AP20112-0-70
black,female,2018-08-01,60615,22743.0,personal,8.622469060378268,12,1338.0,False,1.91,AP20188-1-26
asian,female,2016-09-01,60615,115217.0,auto,4.6056319226360145,60,33509.0,False,0.4,AP20169-2-45
black,female,2017-04-01,60623,62715.0,auto,6.077537595859759,60,28023.0,True,0.9,AP20174-2-68
white,female,2016-03-01,60611,10768.0,auto,6.154002364130274,84,21971.0,True,0.36,AP20163-3-14
asian,male,2015-02-01,60625,174071.0,home,8.069576703968815,360,1423833.0,True,0.11,AP20152-3-16
black,female,2017-05-01,60637,8664.0,personal,7.577199698381973,12,1381.0,False,0.91,AP20175-3-79
other,male,2011-11-01,60615,53904.0,auto,5.948426916148151,84,67379.0,False,0.08,AP201111-1-99
white,male,2017-03-01,60614,75005.0,home,5.5697222942939515,240,547006.0,True,0.79,AP20173-0-37
white,female,2015-09-01,60625,45373.0,personal,13.671301987589093,24,7938.0,True,0.14,AP20159-3-87
other,male,2018-11-01,60625,85280.0,personal,10.341667602311151,24,14119.0,True,2.2,AP201811-0-94
other,male,2017-05-01,60626,24257.0,auto,4.95036132245449,60,5070.0,False,0.91,AP20175-2-51
hispanic/latino,female,2011-10-01,60625,56628.0,home,0.428137267848313,240,398422.0,False,0.07,AP201110-2-56
black,male,2011-09-01,60626,64183.0,personal,17.900769729818066,60,1217.0,False,0.08,AP20119-0-93
asian,female,2011-12-01,60615,35220.0,personal,10.15592120095884,24,7828.0,False,0.07,AP201112-1-64
white,female,2014-04-01,60614,99223.0,home,3.486597245998558,180,730988.0,False,0.09,AP20144-0-84
hispanic/latino,female,2017-10-01,60625,4447.0,home,2.5458652909388824,360,38405.0,False,1.15,AP201710-1-97
asian,male,2018-03-01,60611,125147.0,home,4.196298197493454,180,923505.0,False,1.51,AP20183-1-30
black,female,2018-03-01,60637,77446.0,home,4.177354685339603,180,591701.0,False,1.51,AP20183-2-99
black,male,2017-12-01,60623,26570.0,auto,7.25850901240476,72,21039.0,False,1.3,AP201712-2-57
hispanic/latino,male,2016-07-01,60626,95004.0,home,3.501602501463881,360,564070.0,False,0.39,AP20167-0-95
white,female,2012-01-01,60625,,auto,4.5906641266699415,72,14005.0,True,0.08,AP20121-1-3
hispanic/latino,male,2018-08-01,60625,150065.0,home,4.916399105589097,300,744143.0,True,1.91,AP20188-2-72
black,male,2016-06-01,60637,31246.0,personal,12.721511355363381,12,4683.0,False,0.38,AP20166-0-93
white,male,2015-02-01,60611,46774.0,personal,17.935888847389094,24,4864.0,False,0.11,AP20152-3-39
white,male,2017-06-01,60637,35584.0,auto,5.729911207318696,72,20898.0,False,1.04,AP20176-1-74
hispanic/latino,male,2015-09-01,60623,23387.0,auto,4.888989220694406,72,7905.0,False,0.14,AP20159-2-75
black,male,2011-12-01,60626,117944.0,home,1.2359835264178238,180,751422.0,False,0.07,AP201112-0-19
white,male,2016-09-01,60614,179336.0,home,,360,1514441.0,True,0.4,AP20169-1-21
white,female,2014-06-01,60625,25416.0,home,2.3147086239347865,240,151213.0,False,0.1,AP20146-3-94
black,female,2012-07-01,60623,38934.0,personal,19.304936880228926,18,11026.0,True,0.16,AP20127-3-64
other,female,2017-06-01,60611,,auto,7.493625084302451,84,22328.0,True,1.04,AP20176-0-99
black,female,2012-11-01,60637,30102.0,home,4.980571837365742,180,216696.0,False,0.16,AP201211-2-75
other,female,2018-11-01,60614,62359.0,auto,6.915280922012454,60,82432.0,True,2.2,AP201811-2-15
black,female,2018-02-01,60637,51795.0,auto,8.054320350313098,72,65431.0,False,1.42,AP20182-1-46
white,male,2014-03-01,60626,17542.0,auto,5.058521785886691,60,6399.0,False,0.08,AP20143-0-46
asian,female,2012-11-01,60625,34537.0,home,4.10403346050251,360,228480.0,True,0.16,AP201211-2-69
hispanic/latino,female,2017-06-01,60626,83560.0,auto,5.512332004886439,72,49869.0,False,1.04,AP20176-0-97
white,female,2015-06-01,60614,133894.0,home,2.3483991460997635,300,588599.0,True,0.13,AP20156-3-86
black,male,2016-07-01,60615,19775.0,auto,6.270654518363645,72,6566.0,False,0.39,AP20167-3-66
black,female,2015-10-01,60637,35898.0,home,1.11982138437895,240,278030.0,False,0.12,AP201510-2-5
black,female,2013-10-01,60637,,personal,13.339164879651301,60,48778.0,True,0.09,AP201310-1-37
white,female,2012-05-01,60625,,personal,8.483082652448628,48,39949.0,True,0.16,AP20125-3-38
other,female,2013-07-01,60623,39349.0,personal,0.5612130235923144,18,967.0,False,0.09,AP20137-3-96
white,female,2018-09-01,60626,27943.0,auto,8.89378113311764,84,18470.0,False,1.95,AP20189-2-91
hispanic/latino,male,2013-05-01,60625,78684.0,home,5.1842454335066215,360,401951.0,True,0.11,AP20135-0-32
hispanic/latino,female,2017-11-01,60623,30214.0,personal,8.384148230957798,24,2709.0,False,1.16,AP201711-3-83
black,female,2016-03-01,60615,12196.0,personal,7.632776776091812,60,2468.0,False,0.36,AP20163-1-15
